### x(15) y(15) ##  x22(t) y22(t)  ##  x33(t) y33(t)  ##  x54(t) y54(t) 
8.792585E-06  3.409043E-06  4.504722E-06  1.127093E-05  4.261124E-06  2.676154E-06  2.288423E-07  1.139744E-05    1 
9.072494E-06  3.358693E-06  4.667980E-06  1.109143E-05  4.113269E-06  2.078600E-06  6.996731E-07  1.094032E-05    2 
8.602348E-06  3.429751E-06  4.475229E-06  1.108858E-05  4.006411E-06  2.283140E-06  5.540446E-07  1.181330E-05    3 
8.879778E-06  3.457162E-06  4.330906E-06  1.117864E-05  4.004691E-06  2.383506E-06  8.257066E-07  1.174111E-05    4 
8.974628E-06  3.290472E-06  4.512896E-06  1.090793E-05  4.429349E-06  2.529358E-06  8.455170E-07  1.185918E-05    5 
8.598712E-06  3.510715E-06  4.465269E-06  1.126899E-05  4.479145E-06  2.352482E-06  8.102054E-07  1.166673E-05    6 
8.640984E-06  3.360793E-06  4.608944E-06  1.124481E-05  4.263403E-06  2.904762E-06  5.872389E-07  1.177562E-05    7 
8.615692E-06  3.335558E-06  4.488888E-06  1.125806E-05  4.359909E-06  3.107465E-06  7.293292E-07  1.113740E-05    8 
9.005565E-06  3.068263E-06  4.453297E-06  1.040247E-05  4.449876E-06  3.012184E-06  2.554577E-07  1.168299E-05    9 
8.857618E-06  3.579494E-06  4.562134E-06  1.040463E-05  4.370306E-06  2.873558E-06  7.020237E-07  1.125846E-05    10 
8.556765E-06  2.993702E-06  4.276082E-06  1.079979E-05  4.583455E-06  3.192725E-06  5.877792E-07  1.146217E-05    11 
8.561654E-06  3.807220E-06  4.415615E-06  1.075569E-05  5.004651E-06  3.197091E-06  2.629519E-07  1.140316E-05    12 
8.952976E-06  3.481456E-06  3.931268E-06  1.083089E-05  4.166010E-06  2.869922E-06  1.068326E-06  1.106677E-05    13 
8.957120E-06  4.076791E-06  4.586645E-06  1.101727E-05  4.722078E-06  3.310573E-06  7.962564E-07  1.097401E-05    14 
8.687540E-06  4.241237E-06  4.574236E-06  1.085189E-05  4.449820E-06  3.081987E-06  9.033087E-07  1.090351E-05    15 
8.643081E-06  4.150535E-06  4.248324E-06  1.090913E-05  4.567938E-06  3.026329E-06  7.664278E-07  1.096518E-05    16 
8.957815E-06  4.634474E-06  4.170907E-06  1.063480E-05  4.240773E-06  3.257082E-06  9.541895E-07  1.125799E-05    17 
9.111903E-06  4.938447E-06  4.238785E-06  1.107957E-05  4.041014E-06  2.869757E-06  7.723384E-07  1.130433E-05    18 
9.205044E-06  5.293872E-06  4.482082E-06  1.114781E-05  4.059837E-06  2.980071E-06  1.174126E-06  1.143142E-05    19 
8.773927E-06  5.367562E-06  4.572294E-06  1.089951E-05  3.869164E-06  2.616375E-06  5.706008E-07  1.163183E-05    20 
9.380820E-06  5.528184E-06  4.113555E-06  1.109124E-05  4.000821E-06  2.791762E-06  8.254490E-07  1.084289E-05    21 
9.043104E-06  5.149679E-06  4.336769E-06  1.083301E-05  3.716093E-06  2.955807E-06  3.159000E-07  1.101763E-05    22 
9.418276E-06  5.110791E-06  4.337585E-06  1.080290E-05  3.396056E-06  2.910805E-06  7.486439E-07  1.105299E-05    23 
