0.000000 0.000000
0.100000 0.099809
0.200000 0.198651
0.300000 0.295514
0.400000 0.389420
0.500000 0.479428
0.600000 0.564645
0.700000 0.644218
0.800000 0.717356
0.900000 0.783327
1.000000 0.841471
1.100000 0.891208
1.200000 0.932040
1.300000 0.963558
1.400000 0.985450
1.500000 0.997495
1.600000 0.999574
1.700000 0.991665
1.800000 0.973848
1.900000 0.946300
2.000000 0.909298
2.100000 0.863209
2.200000 0.808496
2.300000 0.745705
2.400000 0.675463
2.500000 0.598472
2.600000 0.515501
2.700000 0.427380
2.799999 0.334989
2.899999 0.239250
2.999999 0.141121
3.099999 0.041581
3.199999 -0.058373
3.299999 -0.157745
3.399999 -0.255540
3.499999 -0.350782
3.599999 -0.442519
3.699999 -0.529835
3.799999 -0.611856
3.899998 -0.687764
3.999998 -0.756801
4.099998 -0.818276
4.199998 -0.871575
4.299998 -0.916165
4.399998 -0.951601
4.499998 -0.977529
4.599998 -0.993690
4.699998 -0.999923
4.799998 -0.996165
4.899998 -0.982453
4.999998 -0.958926
5.099998 -0.925817
5.199997 -0.883457
5.299997 -0.832269
5.399997 -0.772764
5.499997 -0.705537
5.599997 -0.631267
5.699997 -0.550697
5.799997 -0.464642
5.899997 -0.373927
5.999997 -0.279418
6.099997 -0.181848
6.199996 -0.081803
6.299996 0.020175
6.399996 0.126531
6.499996 0.234867
6.599996 0.351981
6.699996 0.494659
6.799996 0.650170
6.899996 0.892565
6.999996 1.171035
7.099996 1.654187
7.199996 2.284005
7.299995 3.701870
7.399995 5.039724
7.499995 7.461950
7.599995 11.099386
7.699995 15.718199
7.799995 23.926807
7.899995 35.257462
7.999995 56.925472
8.099995 70.669106
8.199995 104.389656
8.299995 141.075058
8.399996 210.682861
8.499996 290.564209
8.599997 397.941803
8.699997 610.980835
8.799997 811.932007
8.899998 979.263855
8.999998 1597.463501
9.099998 1803.643433
9.199999 2417.020264
9.299999 3417.099854
9.400000 4599.549805
9.500000 5744.385742
9.600000 7006.982422
9.700001 9776.791016
9.800001 12904.680664
9.900002 17964.607422
