0.000000  0.000000 
0.093750  0.093613 
0.187500  0.186403 
0.281250  0.277557 
0.375000  0.366273 
0.468750  0.451771 
0.562500  0.533303 
0.656250  0.610150 
0.750000  0.681639 
0.843750  0.747141 
0.937500  0.806081 
1.031250  0.857942 
1.125000  0.902268 
1.218750  0.938669 
1.312500  0.966827 
1.406250  0.986493 
1.500000  0.997495 
1.593750  0.999737 
1.687500  0.993198 
1.781250  0.977936 
1.875000  0.954086 
1.968750  0.921856 
2.062500  0.881530 
2.156250  0.833461 
2.250000  0.778073 
2.343750  0.715851 
2.437500  0.647343 
2.531250  0.573148 
2.625000  0.493920 
2.718750  0.410354 
2.812500  0.323185 
2.906250  0.233176 
3.000000  0.141120 
3.093750  0.047824 
3.187500  -0.045891 
3.281250  -0.139204 
3.375000  -0.231294 
3.468750  -0.321352 
3.562500  -0.408589 
3.656250  -0.492237 
3.750000  -0.571561 
3.843750  -0.645866 
3.937500  -0.714499 
4.031250  -0.776856 
4.125000  -0.832390 
4.218750  -0.880614 
4.312500  -0.921104 
4.406250  -0.953504 
4.500000  -0.977530 
4.593750  -0.992971 
4.687500  -0.999690 
4.781250  -0.997630 
4.875000  -0.986808 
4.968750  -0.967319 
5.062500  -0.939335 
5.156250  -0.903100 
5.250000  -0.858935 
5.343750  -0.807225 
5.437500  -0.748426 
5.531250  -0.683054 
5.625000  -0.611682 
5.718750  -0.534939 
5.812500  -0.453497 
5.906250  -0.368073 
6.000000  -0.279415 
