2 -5.634E-01 8.679E-01 4.146E-01 -3.568E-01
3 -6.405E-01 1.204E-01 3.792E-01 -9.341E-02
4 -6.667E-01 3.930E-02 3.655E-01 -3.730E-02
5 -6.787E-01 1.767E-02 3.589E-01 -1.841E-02
6 -6.852E-01 9.459E-03 3.552E-01 -1.037E-02
7 -6.891E-01 5.654E-03 3.530E-01 -6.395E-03
8 -6.916E-01 3.650E-03 3.515E-01 -4.212E-03
9 -6.933E-01 2.493E-03 3.505E-01 -2.917E-03
10 -6.946E-01 1.779E-03 3.497E-01 -2.102E-03
11 -6.955E-01 1.313E-03 3.492E-01 -1.564E-03
12 -6.962E-01 9.975E-04 3.488E-01 -1.194E-03
13 -6.967E-01 7.753E-04 3.485E-01 -9.322E-04
14 -6.971E-01 6.147E-04 3.482E-01 -7.416E-04
15 -6.975E-01 4.957E-04 3.480E-01 -5.996E-04
16 -6.978E-01 4.052E-04 3.478E-01 -4.914E-04
17 -6.980E-01 3.359E-04 3.477E-01 -4.077E-04
18 -6.982E-01 2.813E-04 3.476E-01 -3.423E-04
19 -6.984E-01 2.377E-04 3.475E-01 -2.898E-04
20 -6.985E-01 2.035E-04 3.474E-01 -2.478E-04
21 -6.986E-01 1.745E-04 3.473E-01 -2.133E-04
22 -6.987E-01 1.515E-04 3.472E-01 -1.850E-04
23 -6.988E-01 1.319E-04 3.472E-01 -1.616E-04
24 -6.989E-01 1.160E-04 3.471E-01 -1.418E-04
25 -6.990E-01 1.021E-04 3.471E-01 -1.253E-04
26 -6.990E-01 9.081E-05 3.470E-01 -1.109E-04
27 -6.991E-01 8.074E-05 3.470E-01 -9.902E-05
28 -6.991E-01 7.238E-05 3.470E-01 -8.864E-05
29 -6.992E-01 6.539E-05 3.470E-01 -7.971E-05
30 -6.992E-01 5.788E-05 3.469E-01 -7.147E-05
31 -6.993E-01 5.310E-05 3.469E-01 -6.520E-05
32 -6.993E-01 4.816E-05 3.469E-01 -5.894E-05
33 -6.993E-01 4.372E-05 3.469E-01 -5.361E-05
34 -6.994E-01 4.031E-05 3.469E-01 -4.889E-05
35 -6.994E-01 3.648E-05 3.468E-01 -4.520E-05
36 -6.994E-01 3.324E-05 3.468E-01 -4.125E-05
37 -6.994E-01 3.076E-05 3.468E-01 -3.790E-05
38 -6.994E-01 2.829E-05 3.468E-01 -3.489E-05
39 -6.995E-01 2.701E-05 3.468E-01 -3.248E-05
40 -6.995E-01 2.446E-05 3.468E-01 -2.999E-05
41 -6.995E-01 2.190E-05 3.468E-01 -2.776E-05
42 -6.995E-01 2.164E-05 3.468E-01 -2.587E-05
43 -6.995E-01 1.943E-05 3.467E-01 -2.381E-05
44 -6.995E-01 1.798E-05 3.467E-01 -2.278E-05
45 -6.995E-01 1.713E-05 3.467E-01 -2.080E-05
46 -6.996E-01 1.602E-05 3.467E-01 -1.968E-05
47 -6.996E-01 1.483E-05 3.467E-01 -1.796E-05
48 -6.996E-01 1.397E-05 3.467E-01 -1.736E-05
49 -6.996E-01 1.312E-05 3.467E-01 -1.625E-05
50 -6.996E-01 1.227E-05 3.467E-01 -1.513E-05
51 -6.996E-01 1.184E-05 3.467E-01 -1.453E-05
52 -6.996E-01 1.073E-05 3.467E-01 -1.350E-05
53 -6.996E-01 1.039E-05 3.467E-01 -1.264E-05
54 -6.996E-01 1.014E-05 3.467E-01 -1.229E-05
55 -6.996E-01 8.945E-06 3.467E-01 -1.118E-05
56 -6.996E-01 9.201E-06 3.467E-01 -1.083E-05
57 -6.996E-01 8.178E-06 3.467E-01 -1.032E-05
58 -6.997E-01 7.582E-06 3.467E-01 -9.714E-06
59 -6.997E-01 7.752E-06 3.467E-01 -9.457E-06
60 -6.997E-01 7.156E-06 3.467E-01 -8.511E-06
61 -6.997E-01 6.986E-06 3.467E-01 -8.425E-06
62 -6.997E-01 5.963E-06 3.467E-01 -7.995E-06
63 -6.997E-01 6.389E-06 3.467E-01 -7.480E-06
64 -6.997E-01 5.622E-06 3.467E-01 -7.050E-06
65 -6.997E-01 5.793E-06 3.466E-01 -6.964E-06
66 -6.997E-01 5.452E-06 3.466E-01 -6.362E-06
67 -6.997E-01 5.282E-06 3.466E-01 -6.706E-06
68 -6.997E-01 4.600E-06 3.466E-01 -5.846E-06
69 -6.997E-01 4.600E-06 3.466E-01 -6.104E-06
70 -6.997E-01 4.600E-06 3.466E-01 -5.244E-06
71 -6.997E-01 3.919E-06 3.466E-01 -5.073E-06
72 -6.997E-01 4.685E-06 3.466E-01 -5.245E-06
73 -6.997E-01 3.663E-06 3.466E-01 -4.901E-06
74 -6.997E-01 3.493E-06 3.466E-01 -4.643E-06
75 -6.997E-01 3.663E-06 3.466E-01 -4.471E-06
76 -6.997E-01 3.493E-06 3.466E-01 -4.385E-06
77 -6.997E-01 3.152E-06 3.466E-01 -4.299E-06
78 -6.997E-01 3.663E-06 3.466E-01 -3.697E-06
