0.000000 -0.768616
0.100000 -0.518077
0.200000 -0.289317
0.300000 -0.081630
0.400000 0.105691
0.500000 0.273351
0.600000 0.422058
0.700000 0.552517
0.800000 0.665435
0.900000 0.761517
1.000000 0.841471
1.100000 0.906002
1.200000 0.955817
1.300000 0.991621
1.400000 1.014122
1.500000 1.024026
1.600000 1.022037
1.700000 1.008864
1.800000 0.985212
1.900000 0.951788
2.000000 0.909297
2.100000 0.858446
2.200000 0.799942
2.300000 0.734490
2.400000 0.662796
2.500000 0.585568
2.600000 0.503511
2.700000 0.417331
2.799999 0.327736
2.899999 0.235430
2.999999 0.141121
3.099999 0.045514
3.199999 -0.050684
3.299999 -0.146767
3.399999 -0.242029
3.499999 -0.335763
3.599999 -0.427263
3.699999 -0.515823
3.799999 -0.600737
3.899998 -0.681298
3.999998 -0.756801
4.099998 -0.826538
4.199998 -0.889804
4.299998 -0.945892
4.399998 -0.994097
4.499998 -1.033711
4.599998 -1.064029
4.699998 -1.084345
4.799998 -1.093951
4.899998 -1.092142
4.999998 -1.078212
5.099998 -1.051454
5.199997 -1.011162
5.299997 -0.956630
5.399997 -0.887152
5.499997 -0.802020
5.599997 -0.700530
5.699997 -0.581975
5.799997 -0.445649
5.899997 -0.290844
5.999997 -0.116856
